,tweet,label,casefolding,cleaning,tokenization,tokens_freqdist,stopword_removal,converting,stemming
174,Vaksinasi dan protokol kesehatan 5M akan menekan angka penyebaran covid-19 #Covid19 #lawancovid19 #VaksinasiNasional,1,vaksinasi dan protokol kesehatan 5m akan menekan angka penyebaran covid-19 #covid19 #lawancovid19 #vaksinasinasional,vaksinasi dan protokol kesehatan m akan menekan angka penyebaran covid covid lawancovid vaksinasinasional,"['vaksinasi', 'dan', 'protokol', 'kesehatan', 'm', 'akan', 'menekan', 'angka', 'penyebaran', 'covid', 'covid', 'lawancovid', 'vaksinasinasional']",<FreqDist with 12 samples and 13 outcomes>,"['vaksinasi', 'protokol', 'kesehatan', 'menekan', 'angka', 'penyebaran', 'covid', 'covid', 'lawancovid', 'vaksinasinasional']","['vaksinasi', 'protokol', 'kesehatan', 'menekan', 'angka', 'penyebaran', 'covid', 'covid', 'lawancovid', 'vaksinasinasional']","['vaksinasi', 'protokol', 'sehat', 'tekan', 'angka', 'sebar', 'covid', 'covid', 'lawancovid', 'vaksinasinasional']"
175,Pelaksanaan vaksinasi diyakini memberikan dampak positif #VaksinasiNasional,1,pelaksanaan vaksinasi diyakini memberikan dampak positif #vaksinasinasional,pelaksanaan vaksinasi diyakini memberikan dampak positif vaksinasinasional,"['pelaksanaan', 'vaksinasi', 'diyakini', 'memberikan', 'dampak', 'positif', 'vaksinasinasional']",<FreqDist with 7 samples and 7 outcomes>,"['pelaksanaan', 'vaksinasi', 'diyakini', 'dampak', 'positif', 'vaksinasinasional']","['pelaksanaan', 'vaksinasi', 'diyakini', 'dampak', 'positif', 'vaksinasinasional']","['laksana', 'vaksinasi', 'yakin', 'dampak', 'positif', 'vaksinasinasional']"
176,"#Ritam98 🇮🇩 Tentang #Vaksinasi #Vaksin #Covid19 #VaksinasiNasional di #Indonesia  RT @alvinlie21: Jika Terawan masih menjabat sbg Menteri Kesehatan, tak terbayang kegaduhan yg terjadi ttg Vaksin Nusantara Ybs pasti akan habis²an perjuangkan kepentingannya dan sangat mungkin gunakan jabatannya serta jajaran Kemenkes",0,"#ritam98 🇮🇩 tentang #vaksinasi #vaksin #covid19 #vaksinasinasional di #indonesia  rt @alvinlie21: jika terawan masih menjabat sbg menteri kesehatan, tak terbayang kegaduhan yg terjadi ttg vaksin nusantara ybs pasti akan habis²an perjuangkan kepentingannya dan sangat mungkin gunakan jabatannya serta jajaran kemenkes",ritam  tentang vaksinasi vaksin covid vaksinasinasional di indonesia rt  jika terawan masih menjabat sbg menteri kesehatan tak terbayang kegaduhan yg terjadi ttg vaksin nusantara ybs pasti akan habisan perjuangkan kepentingannya dan sangat mungkin gunakan jabatannya serta jajaran kemenkes,"['ritam', 'tentang', 'vaksinasi', 'vaksin', 'covid', 'vaksinasinasional', 'di', 'indonesia', 'rt', 'jika', 'terawan', 'masih', 'menjabat', 'sbg', 'menteri', 'kesehatan', 'tak', 'terbayang', 'kegaduhan', 'yg', 'terjadi', 'ttg', 'vaksin', 'nusantara', 'ybs', 'pasti', 'akan', 'habisan', 'perjuangkan', 'kepentingannya', 'dan', 'sangat', 'mungkin', 'gunakan', 'jabatannya', 'serta', 'jajaran', 'kemenkes']",<FreqDist with 37 samples and 38 outcomes>,"['ritam', 'vaksinasi', 'vaksin', 'covid', 'vaksinasinasional', 'indonesia', 'terawan', 'menjabat', 'sbg', 'menteri', 'kesehatan', 'terbayang', 'kegaduhan', 'ttg', 'vaksin', 'nusantara', 'ybs', 'habisan', 'perjuangkan', 'kepentingannya', 'jabatannya', 'jajaran', 'kemenkes']","['ritam', 'vaksinasi', 'vaksin', 'covid', 'vaksinasinasional', 'indonesia', 'terawan', 'menjabat', 'sebagai', 'menteri', 'kesehatan', 'terbayang', 'kegaduhan', 'ttg', 'vaksin', 'nusantara', 'ybs', 'habisan', 'perjuangkan', 'kepentingannya', 'jabatannya', 'jajaran', 'kemenkes']","['ritam', 'vaksinasi', 'vaksin', 'covid', 'vaksinasinasional', 'indonesia', 'awan', 'jabat', 'bagai', 'menteri', 'sehat', 'bayang', 'gaduh', 'ttg', 'vaksin', 'nusantara', 'ybs', 'habis', 'juang', 'penting', 'jabat', 'jajar', 'kemenkes']"
177,"vaksin sangat penting untuk melawan covid, cintai orang sekitar dengan dukung vaksin Tetap Waspada #VaksinasiNasional #TetapDirumahAja #Vaksinasi #mutasibaru #Waspada Jangan Mudik",1,"vaksin sangat penting untuk melawan covid, cintai orang sekitar dengan dukung vaksin tetap waspada #vaksinasinasional #tetapdirumahaja #vaksinasi #mutasibaru #waspada jangan mudik",vaksin sangat penting untuk melawan covid cintai orang sekitar dengan dukung vaksin tetap waspada vaksinasinasional tetapdirumahaja vaksinasi mutasibaru waspada jangan mudik,"['vaksin', 'sangat', 'penting', 'untuk', 'melawan', 'covid', 'cintai', 'orang', 'sekitar', 'dengan', 'dukung', 'vaksin', 'tetap', 'waspada', 'vaksinasinasional', 'tetapdirumahaja', 'vaksinasi', 'mutasibaru', 'waspada', 'jangan', 'mudik']",<FreqDist with 19 samples and 21 outcomes>,"['vaksin', 'melawan', 'covid', 'cintai', 'dukung', 'vaksin', 'waspada', 'vaksinasinasional', 'tetapdirumahaja', 'vaksinasi', 'mutasibaru', 'waspada', 'mudik']","['vaksin', 'melawan', 'covid', 'cintai', 'dukung', 'vaksin', 'waspada', 'vaksinasinasional', 'tetapdirumahaja', 'vaksinasi', 'mutasibaru', 'waspada', 'mudik']","['vaksin', 'lawan', 'covid', 'cinta', 'dukung', 'vaksin', 'waspada', 'vaksinasinasional', 'tetapdirumahaja', 'vaksinasi', 'mutasibaru', 'waspada', 'mudik']"
178,"Nadiem Makarim Wajibkan Pembelajaran Tatap Muka Juli 2021, Asalkan Guru Sudah Vaksin Covid19  lewat @wartakotalive #sekolah #kbm #belajar #NadiemMakarim #VaksinasiNasional",0,"nadiem makarim wajibkan pembelajaran tatap muka juli 2021, asalkan guru sudah vaksin covid19  lewat @wartakotalive #sekolah #kbm #belajar #nadiemmakarim #vaksinasinasional",nadiem makarim wajibkan pembelajaran tatap muka juli  asalkan guru sudah vaksin covid lewat sekolah kbm belajar nadiemmakarim vaksinasinasional,"['nadiem', 'makarim', 'wajibkan', 'pembelajaran', 'tatap', 'muka', 'juli', 'asalkan', 'guru', 'sudah', 'vaksin', 'covid', 'lewat', 'sekolah', 'kbm', 'belajar', 'nadiemmakarim', 'vaksinasinasional']",<FreqDist with 18 samples and 18 outcomes>,"['nadiem', 'makarim', 'wajibkan', 'pembelajaran', 'tatap', 'muka', 'juli', 'guru', 'vaksin', 'covid', 'sekolah', 'kbm', 'belajar', 'nadiemmakarim', 'vaksinasinasional']","['nadiem', 'makarim', 'wajibkan', 'pembelajaran', 'tatap', 'muka', 'juli', 'guru', 'vaksin', 'covid', 'sekolah', 'kbm', 'belajar', 'nadiemmakarim', 'vaksinasinasional']","['nadiem', 'makarim', 'wajib', 'ajar', 'tatap', 'muka', 'juli', 'guru', 'vaksin', 'covid', 'sekolah', 'kbm', 'ajar', 'nadiemmakarim', 'vaksinasinasional']"
179,"Terimakasih pemerintah Indonesia, saya sudah divaksin COVID-19. @jokowi @KemenkesRI #VaksinCovid19 #Vaksinasi #VaksinasiNasional #Indonesia #indonesiamaju",1,"terimakasih pemerintah indonesia, saya sudah divaksin covid-19. @jokowi @kemenkesri #vaksincovid19 #vaksinasi #vaksinasinasional #indonesia #indonesiamaju",terimakasih pemerintah indonesia saya sudah divaksin covid vaksincovid vaksinasi vaksinasinasional indonesia indonesiamaju,"['terimakasih', 'pemerintah', 'indonesia', 'saya', 'sudah', 'divaksin', 'covid', 'vaksincovid', 'vaksinasi', 'vaksinasinasional', 'indonesia', 'indonesiamaju']",<FreqDist with 11 samples and 12 outcomes>,"['terimakasih', 'pemerintah', 'indonesia', 'divaksin', 'covid', 'vaksincovid', 'vaksinasi', 'vaksinasinasional', 'indonesia', 'indonesiamaju']","['terimakasih', 'pemerintah', 'indonesia', 'divaksin', 'covid', 'vaksincovid', 'vaksinasi', 'vaksinasinasional', 'indonesia', 'indonesiamaju']","['terimakasih', 'perintah', 'indonesia', 'vaksin', 'covid', 'vaksincovid', 'vaksinasi', 'vaksinasinasional', 'indonesia', 'indonesiamaju']"
180,"Kok hobby banget ya untuk kabur, panutannya siapa sih bib ? #Jokowi #VaksinasiNasional",0,"kok hobby banget ya untuk kabur, panutannya siapa sih bib ? #jokowi #vaksinasinasional",kok hobby banget ya untuk kabur panutannya siapa sih bib  jokowi vaksinasinasional,"['kok', 'hobby', 'banget', 'ya', 'untuk', 'kabur', 'panutannya', 'siapa', 'sih', 'bib', 'jokowi', 'vaksinasinasional']",<FreqDist with 12 samples and 12 outcomes>,"['hobby', 'banget', 'kabur', 'panutannya', 'bib', 'jokowi', 'vaksinasinasional']","['hobi', 'banget', 'kabur', 'panutannya', 'bib', 'jokowi', 'vaksinasinasional']","['hobi', 'banget', 'kabur', 'panutan', 'bib', 'jokowi', 'vaksinasinasional']"
181,"#Healthies, @KemenkesRI memberikan kesempatan buat kamu para pendamping yang membawa 2 lansia bisa ikut divaksinasi juga lho. Tunggu apa lagi, yuk segera daftarkan lansia ke sentra-sentra vaksinasi terdekatmu ya. #Vaksinasi #VaksinasiNasional",1,"#healthies, @kemenkesri memberikan kesempatan buat kamu para pendamping yang membawa 2 lansia bisa ikut divaksinasi juga lho. tunggu apa lagi, yuk segera daftarkan lansia ke sentra-sentra vaksinasi terdekatmu ya. #vaksinasi #vaksinasinasional",healthies memberikan kesempatan buat kamu para pendamping yang membawa  lansia bisa ikut divaksinasi juga lho tunggu apa lagi yuk segera daftarkan lansia ke sentrasentra vaksinasi terdekatmu ya vaksinasi vaksinasinasional,"['healthies', 'memberikan', 'kesempatan', 'buat', 'kamu', 'para', 'pendamping', 'yang', 'membawa', 'lansia', 'bisa', 'ikut', 'divaksinasi', 'juga', 'lho', 'tunggu', 'apa', 'lagi', 'yuk', 'segera', 'daftarkan', 'lansia', 'ke', 'sentrasentra', 'vaksinasi', 'terdekatmu', 'ya', 'vaksinasi', 'vaksinasinasional']",<FreqDist with 27 samples and 29 outcomes>,"['healthies', 'kesempatan', 'pendamping', 'membawa', 'lansia', 'divaksinasi', 'tunggu', 'yuk', 'daftarkan', 'lansia', 'sentrasentra', 'vaksinasi', 'terdekatmu', 'vaksinasi', 'vaksinasinasional']","['healthies', 'kesempatan', 'pendamping', 'membawa', 'lansia', 'divaksinasi', 'tunggu', 'yuk', 'daftarkan', 'lansia', 'sentra', 'vaksinasi', 'terdekatmu', 'vaksinasi', 'vaksinasinasional']","['healthies', 'sempat', 'damping', 'bawa', 'lansia', 'vaksinasi', 'tunggu', 'yuk', 'daftar', 'lansia', 'sentra', 'vaksinasi', 'dekat', 'vaksinasi', 'vaksinasinasional']"
182,Jangan lupa vaksin guys #ayovaksin #Vaksinasi #VaksinasiNasional,1,jangan lupa vaksin guys #ayovaksin #vaksinasi #vaksinasinasional,jangan lupa vaksin guys ayovaksin vaksinasi vaksinasinasional,"['jangan', 'lupa', 'vaksin', 'guys', 'ayovaksin', 'vaksinasi', 'vaksinasinasional']",<FreqDist with 7 samples and 7 outcomes>,"['lupa', 'vaksin', 'guys', 'ayovaksin', 'vaksinasi', 'vaksinasinasional']","['lupa', 'vaksin', 'teman', 'ayovaksin', 'vaksinasi', 'vaksinasinasional']","['lupa', 'vaksin', 'teman', 'ayovaksin', 'vaksinasi', 'vaksinasinasional']"
183,Tahun 2022 Indonesia akan melakukan vaksinasi untuk 14 antigen secara nasional #VaksinasiNasional,1,tahun 2022 indonesia akan melakukan vaksinasi untuk 14 antigen secara nasional #vaksinasinasional,tahun  indonesia akan melakukan vaksinasi untuk  antigen secara nasional vaksinasinasional,"['tahun', 'indonesia', 'akan', 'melakukan', 'vaksinasi', 'untuk', 'antigen', 'secara', 'nasional', 'vaksinasinasional']",<FreqDist with 10 samples and 10 outcomes>,"['tahun', 'indonesia', 'vaksinasi', 'antigen', 'nasional', 'vaksinasinasional']","['tahun', 'indonesia', 'vaksinasi', 'antigen', 'nasional', 'vaksinasinasional']","['tahun', 'indonesia', 'vaksinasi', 'antigen', 'nasional', 'vaksinasinasional']"
184,"#Ritam98 🇮🇩 Tentang #Vaksinasi #Vaksin #Covid19 #VaksinasiNasional di #Indonesia  RT @Syarman59: Fix ya, Polemik Vaksin Nusantara itu bukan soal Impor atau Uji Klinis tapi soal Gengsi, @PBIDI dan @BPOM_RI gagal move on vs dr. Terawan🤔Picik!!! @KemenkesRI @satgascovid19id",0,"#ritam98 🇮🇩 tentang #vaksinasi #vaksin #covid19 #vaksinasinasional di #indonesia  rt @syarman59: fix ya, polemik vaksin nusantara itu bukan soal impor atau uji klinis tapi soal gengsi, @pbidi dan @bpom_ri gagal move on vs dr. terawan🤔picik!!! @kemenkesri @satgascovid19id",ritam  tentang vaksinasi vaksin covid vaksinasinasional di indonesia rt  fix ya polemik vaksin nusantara itu bukan soal impor atau uji klinis tapi soal gengsi dan ri gagal move on vs dr terawanpicik,"['ritam', 'tentang', 'vaksinasi', 'vaksin', 'covid', 'vaksinasinasional', 'di', 'indonesia', 'rt', 'fix', 'ya', 'polemik', 'vaksin', 'nusantara', 'itu', 'bukan', 'soal', 'impor', 'atau', 'uji', 'klinis', 'tapi', 'soal', 'gengsi', 'dan', 'ri', 'gagal', 'move', 'on', 'vs', 'dr', 'terawanpicik']",<FreqDist with 30 samples and 32 outcomes>,"['ritam', 'vaksinasi', 'vaksin', 'covid', 'vaksinasinasional', 'indonesia', 'fix', 'polemik', 'vaksin', 'nusantara', 'impor', 'uji', 'klinis', 'gengsi', 'ri', 'gagal', 'move', 'on', 'vs', 'dr', 'terawanpicik']","['ritam', 'vaksinasi', 'vaksin', 'covid', 'vaksinasinasional', 'indonesia', 'jelas', 'polemik', 'vaksin', 'nusantara', 'impor', 'uji', 'klinis', 'gengsi', 'indonesia', 'gagal', 'move', 'on', 'vs', 'dr', 'terawanpicik']","['ritam', 'vaksinasi', 'vaksin', 'covid', 'vaksinasinasional', 'indonesia', 'jelas', 'polemik', 'vaksin', 'nusantara', 'impor', 'uji', 'klinis', 'gengsi', 'indonesia', 'gagal', 'move', 'on', 'vs', 'dr', 'terawanpicik']"
185,jeratan pasal rizieq shihab beserta nax buahnya bcoz pelaggran karantina ksehatan #IndonesiaMaju #VaksinasiNasional,0,jeratan pasal rizieq shihab beserta nax buahnya bcoz pelaggran karantina ksehatan #indonesiamaju #vaksinasinasional,jeratan pasal rizieq shihab beserta nax buahnya bcoz pelaggran karantina ksehatan indonesiamaju vaksinasinasional,"['jeratan', 'pasal', 'rizieq', 'shihab', 'beserta', 'nax', 'buahnya', 'bcoz', 'pelaggran', 'karantina', 'ksehatan', 'indonesiamaju', 'vaksinasinasional']",<FreqDist with 13 samples and 13 outcomes>,"['jeratan', 'pasal', 'rizieq', 'shihab', 'beserta', 'nax', 'buahnya', 'bcoz', 'pelaggran', 'karantina', 'ksehatan', 'indonesiamaju', 'vaksinasinasional']","['jeratan', 'pasal', 'rizieq', 'shihab', 'beserta', 'anak', 'buahnya', 'karena', 'pelaggran', 'karantina', 'kesehatan', 'indonesiamaju', 'vaksinasinasional']","['jerat', 'pasal', 'rizieq', 'shihab', 'serta', 'anak', 'buah', 'karena', 'pelaggran', 'karantina', 'sehat', 'indonesiamaju', 'vaksinasinasional']"
186,#Ritam98 🇮🇩 Tentang #Vaksinasi #Vaksin #Covid19 #VaksinasiNasional di #Indonesia  RT @SINDOnews: Rocky Gerung: Vaksin Nusantara Itu Vaksin Oposisi,0,#ritam98 🇮🇩 tentang #vaksinasi #vaksin #covid19 #vaksinasinasional di #indonesia  rt @sindonews: rocky gerung: vaksin nusantara itu vaksin oposisi,ritam  tentang vaksinasi vaksin covid vaksinasinasional di indonesia rt  rocky gerung vaksin nusantara itu vaksin oposisi,"['ritam', 'tentang', 'vaksinasi', 'vaksin', 'covid', 'vaksinasinasional', 'di', 'indonesia', 'rt', 'rocky', 'gerung', 'vaksin', 'nusantara', 'itu', 'vaksin', 'oposisi']",<FreqDist with 14 samples and 16 outcomes>,"['ritam', 'vaksinasi', 'vaksin', 'covid', 'vaksinasinasional', 'indonesia', 'rocky', 'gerung', 'vaksin', 'nusantara', 'vaksin', 'oposisi']","['ritam', 'vaksinasi', 'vaksin', 'covid', 'vaksinasinasional', 'indonesia', 'rocky', 'gerung', 'vaksin', 'nusantara', 'vaksin', 'oposisi']","['ritam', 'vaksinasi', 'vaksin', 'covid', 'vaksinasinasional', 'indonesia', 'rocky', 'gerung', 'vaksin', 'nusantara', 'vaksin', 'oposisi']"
187,"#Ritam98 🇮🇩 Tentang #Vaksinasi #Vaksin #Covid19 #VaksinasiNasional di #Indonesia  RT @vctrkmng: Tujuan Vaksin Nusantara mungkin bukan untuk Covid19 tapi untuk menekan kadar radikalisme dalam darah, meningkatkan toleransi, tenggang rasa, semangat persatuan serta memompa nasionalisme yang berlandaskan Pancasila & UUD agar tercipta masyarakat yang siap menghadapi globalisasi.",0,"#ritam98 🇮🇩 tentang #vaksinasi #vaksin #covid19 #vaksinasinasional di #indonesia  rt @vctrkmng: tujuan vaksin nusantara mungkin bukan untuk covid19 tapi untuk menekan kadar radikalisme dalam darah, meningkatkan toleransi, tenggang rasa, semangat persatuan serta memompa nasionalisme yang berlandaskan pancasila & uud agar tercipta masyarakat yang siap menghadapi globalisasi.",ritam  tentang vaksinasi vaksin covid vaksinasinasional di indonesia rt  tujuan vaksin nusantara mungkin bukan untuk covid tapi untuk menekan kadar radikalisme dalam darah meningkatkan toleransi tenggang rasa semangat persatuan serta memompa nasionalisme yang berlandaskan pancasila  uud agar tercipta masyarakat yang siap menghadapi globalisasi,"['ritam', 'tentang', 'vaksinasi', 'vaksin', 'covid', 'vaksinasinasional', 'di', 'indonesia', 'rt', 'tujuan', 'vaksin', 'nusantara', 'mungkin', 'bukan', 'untuk', 'covid', 'tapi', 'untuk', 'menekan', 'kadar', 'radikalisme', 'dalam', 'darah', 'meningkatkan', 'toleransi', 'tenggang', 'rasa', 'semangat', 'persatuan', 'serta', 'memompa', 'nasionalisme', 'yang', 'berlandaskan', 'pancasila', 'uud', 'agar', 'tercipta', 'masyarakat', 'yang', 'siap', 'menghadapi', 'globalisasi']",<FreqDist with 39 samples and 43 outcomes>,"['ritam', 'vaksinasi', 'vaksin', 'covid', 'vaksinasinasional', 'indonesia', 'tujuan', 'vaksin', 'nusantara', 'covid', 'menekan', 'radikalisme', 'darah', 'meningkatkan', 'toleransi', 'tenggang', 'semangat', 'persatuan', 'memompa', 'nasionalisme', 'berlandaskan', 'pancasila', 'uud', 'tercipta', 'masyarakat', 'menghadapi', 'globalisasi']","['ritam', 'vaksinasi', 'vaksin', 'covid', 'vaksinasinasional', 'indonesia', 'tujuan', 'vaksin', 'nusantara', 'covid', 'menekan', 'radikalisme', 'darah', 'meningkatkan', 'toleransi', 'tenggang', 'semangat', 'persatuan', 'memompa', 'nasionalisme', 'berlandaskan', 'pancasila', 'uud', 'tercipta', 'masyarakat', 'menghadapi', 'globalisasi']","['ritam', 'vaksinasi', 'vaksin', 'covid', 'vaksinasinasional', 'indonesia', 'tuju', 'vaksin', 'nusantara', 'covid', 'tekan', 'radikalisme', 'darah', 'tingkat', 'toleransi', 'tenggang', 'semangat', 'satu', 'pompa', 'nasionalisme', 'landas', 'pancasila', 'uud', 'cipta', 'masyarakat', 'hadap', 'globalisasi']"
188,Diperlukan sanksi yang tegas agar meningkatkan kepatuhan masyarakat dalam menerapkan protokol kesehatan. #VaksinasiNasional,1,diperlukan sanksi yang tegas agar meningkatkan kepatuhan masyarakat dalam menerapkan protokol kesehatan. #vaksinasinasional,diperlukan sanksi yang tegas agar meningkatkan kepatuhan masyarakat dalam menerapkan protokol kesehatan vaksinasinasional,"['diperlukan', 'sanksi', 'yang', 'tegas', 'agar', 'meningkatkan', 'kepatuhan', 'masyarakat', 'dalam', 'menerapkan', 'protokol', 'kesehatan', 'vaksinasinasional']",<FreqDist with 13 samples and 13 outcomes>,"['sanksi', 'meningkatkan', 'kepatuhan', 'masyarakat', 'menerapkan', 'protokol', 'kesehatan', 'vaksinasinasional']","['sanksi', 'meningkatkan', 'kepatuhan', 'masyarakat', 'menerapkan', 'protokol', 'kesehatan', 'vaksinasinasional']","['sanksi', 'tingkat', 'patuh', 'masyarakat', 'terap', 'protokol', 'sehat', 'vaksinasinasional']"
189,apa guna vaksin ketika mudik nasih di persulit. vaksin dan mudik membagongkan #VaksinasiNasional #MudikDilarang #RamadhanKarim1442H,0,apa guna vaksin ketika mudik nasih di persulit. vaksin dan mudik membagongkan #vaksinasinasional #mudikdilarang #ramadhankarim1442h,apa guna vaksin ketika mudik nasih di persulit vaksin dan mudik membagongkan vaksinasinasional mudikdilarang ramadhankarimh,"['apa', 'guna', 'vaksin', 'ketika', 'mudik', 'nasih', 'di', 'persulit', 'vaksin', 'dan', 'mudik', 'membagongkan', 'vaksinasinasional', 'mudikdilarang', 'ramadhankarimh']",<FreqDist with 13 samples and 15 outcomes>,"['vaksin', 'mudik', 'nasih', 'persulit', 'vaksin', 'mudik', 'membagongkan', 'vaksinasinasional', 'mudikdilarang', 'ramadhankarimh']","['vaksin', 'mudik', 'nasih', 'persulit', 'vaksin', 'mudik', 'membagongkan', 'vaksinasinasional', 'mudikdilarang', 'ramadhankarimh']","['vaksin', 'mudik', 'nasih', 'sulit', 'vaksin', 'mudik', 'bagong', 'vaksinasinasional', 'mudikdilarang', 'ramadhankarimh']"
190,"Bagi warga DKI Jakarta yang sudah berusia 60 tahun, silahkan mendaftar disini  untuk mengikuti vaksinasi. Program tersebut tidak dipungut biaya dan terbuka untuk umum. Cc : @infojakarta @BPBDJakarta @hrdbacot @ezash #VaksinasiNasional #VaksinCovid19",1,"bagi warga dki jakarta yang sudah berusia 60 tahun, silahkan mendaftar disini  untuk mengikuti vaksinasi. program tersebut tidak dipungut biaya dan terbuka untuk umum. cc : @infojakarta @bpbdjakarta @hrdbacot @ezash #vaksinasinasional #vaksincovid19",bagi warga dki jakarta yang sudah berusia  tahun silahkan mendaftar disini untuk mengikuti vaksinasi program tersebut tidak dipungut biaya dan terbuka untuk umum cc  vaksinasinasional vaksincovid,"['bagi', 'warga', 'dki', 'jakarta', 'yang', 'sudah', 'berusia', 'tahun', 'silahkan', 'mendaftar', 'disini', 'untuk', 'mengikuti', 'vaksinasi', 'program', 'tersebut', 'tidak', 'dipungut', 'biaya', 'dan', 'terbuka', 'untuk', 'umum', 'cc', 'vaksinasinasional', 'vaksincovid']",<FreqDist with 25 samples and 26 outcomes>,"['warga', 'dki', 'jakarta', 'berusia', 'tahun', 'silahkan', 'mendaftar', 'mengikuti', 'vaksinasi', 'program', 'dipungut', 'biaya', 'terbuka', 'umum', 'vaksinasinasional', 'vaksincovid']","['warga', 'dki', 'jakarta', 'berusia', 'tahun', 'silahkan', 'mendaftar', 'mengikuti', 'vaksinasi', 'program', 'dipungut', 'biaya', 'terbuka', 'umum', 'vaksinasinasional', 'vaksincovid']","['warga', 'dki', 'jakarta', 'usia', 'tahun', 'silah', 'daftar', 'ikut', 'vaksinasi', 'program', 'pungut', 'biaya', 'buka', 'umum', 'vaksinasinasional', 'vaksincovid']"
191,Signal Cinta Di Pagi Hari Hujan Lebat #waspadaTeroris @myorbitid #VaksinasiNasional @e100ss RT @CNNIndonesia: Polisi Temukan Baju FPI dari Terduga Teroris Bekasi & Condet,0,signal cinta di pagi hari hujan lebat #waspadateroris @myorbitid #vaksinasinasional @e100ss rt @cnnindonesia: polisi temukan baju fpi dari terduga teroris bekasi & condet,signal cinta di pagi hari hujan lebat waspadateroris vaksinasinasional rt  polisi temukan baju fpi dari terduga teroris bekasi  condet,"['signal', 'cinta', 'di', 'pagi', 'hari', 'hujan', 'lebat', 'waspadateroris', 'vaksinasinasional', 'rt', 'polisi', 'temukan', 'baju', 'fpi', 'dari', 'terduga', 'teroris', 'bekasi', 'condet']",<FreqDist with 19 samples and 19 outcomes>,"['signal', 'cinta', 'pagi', 'hujan', 'lebat', 'waspadateroris', 'vaksinasinasional', 'polisi', 'temukan', 'baju', 'fpi', 'terduga', 'teroris', 'bekasi', 'condet']","['sinyal', 'cinta', 'pagi', 'hujan', 'lebat', 'waspadateroris', 'vaksinasinasional', 'polisi', 'temukan', 'baju', 'fpi', 'terduga', 'teroris', 'bekasi', 'condet']","['sinyal', 'cinta', 'pagi', 'hujan', 'lebat', 'waspadateroris', 'vaksinasinasional', 'polisi', 'temu', 'baju', 'fpi', 'duga', 'teroris', 'bekas', 'condet']"
192,Lawan Covid-19 dengan mendukung program vaksinasi #VaksinasiNasional,1,lawan covid-19 dengan mendukung program vaksinasi #vaksinasinasional,lawan covid dengan mendukung program vaksinasi vaksinasinasional,"['lawan', 'covid', 'dengan', 'mendukung', 'program', 'vaksinasi', 'vaksinasinasional']",<FreqDist with 7 samples and 7 outcomes>,"['lawan', 'covid', 'mendukung', 'program', 'vaksinasi', 'vaksinasinasional']","['lawan', 'covid', 'mendukung', 'program', 'vaksinasi', 'vaksinasinasional']","['lawan', 'covid', 'dukung', 'program', 'vaksinasi', 'vaksinasinasional']"
193,WHO mengapresiasi kepemimpinan Indonesia dalam mendorong kesetaraan akses vaksin covid-19. #VaksinasiNasional,1,who mengapresiasi kepemimpinan indonesia dalam mendorong kesetaraan akses vaksin covid-19. #vaksinasinasional,who mengapresiasi kepemimpinan indonesia dalam mendorong kesetaraan akses vaksin covid vaksinasinasional,"['who', 'mengapresiasi', 'kepemimpinan', 'indonesia', 'dalam', 'mendorong', 'kesetaraan', 'akses', 'vaksin', 'covid', 'vaksinasinasional']",<FreqDist with 11 samples and 11 outcomes>,"['who', 'mengapresiasi', 'kepemimpinan', 'indonesia', 'mendorong', 'kesetaraan', 'akses', 'vaksin', 'covid', 'vaksinasinasional']","['who', 'mengapresiasi', 'kepemimpinan', 'indonesia', 'mendorong', 'kesetaraan', 'akses', 'vaksin', 'covid', 'vaksinasinasional']","['who', 'apresiasi', 'pimpin', 'indonesia', 'dorong', 'tara', 'akses', 'vaksin', 'covid', 'vaksinasinasional']"
